Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,fold,actual_log,prediction_log,prediction_price,error_log,abs_error_log,error_price
89,50,C (all),105.0,8470,Pave,,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,1013,1013,GasA,TA,N,SBrkr,1013,0,513,1526,0,0,1,0,2,1,Fa,6,Typ,0,,,,,0,0,,,N,0,0,156,0,0,0,,MnPrv,,0,10,2009,ConLD,Abnorml,85000,2,11.350406535472453,10.937023162841797,56219.73680001133,-0.4133833726306566,0.4133833726306566,-28780.263199988673
711,30,RL,56.0,4130,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,270,270,GasA,Gd,Y,SBrkr,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,52000,5,10.858998997563564,11.262569427490234,77852.35501587651,0.40357042992667047,0.40357042992667047,25852.355015876514
813,20,C (all),66.0,8712,Grvl,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,2,504,TA,TA,N,0,0,0,0,0,0,,,Shed,54,6,2010,WD,Alloca,55993,5,10.932981961904135,11.327434539794922,83069.6373970685,0.394452577890787,0.394452577890787,27076.637397068494
875,50,RM,52.0,5720,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,676,676,GasA,Ex,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,TA,5,Typ,0,,Detchd,1941.0,Unf,1,200,TA,TA,Y,26,0,0,0,0,0,,,,0,8,2009,WD,Abnorml,66500,4,11.104957226643945,11.473531723022461,96137.21020905119,0.3685744963785158,0.3685744963785158,29637.21020905119
1123,20,RL,,8926,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,672,672,GasA,Ex,Y,FuseA,960,0,0,960,0,0,1,0,3,1,TA,5,Typ,0,,Basment,1956.0,Unf,1,288,TA,TA,Y,64,0,0,0,160,0,,MnPrv,,0,10,2009,COD,Abnorml,112000,5,11.626254150277232,11.287447929382324,79813.4989879824,-0.33880622089490764,0.33880622089490764,-32186.5010120176
682,50,RH,55.0,4500,Pave,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,182,Unf,0,611,793,GasA,Ex,Y,SBrkr,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1968.0,Unf,1,281,TA,TA,Y,0,0,56,0,0,0,,,,0,7,2009,WD,Abnorml,159434,3,11.979385322467598,11.64945125579834,114628.44410195205,-0.3299340666692583,0.3299340666692583,-44805.555898047955
1213,30,RL,50.0,9340,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,344,Unf,0,328,672,GasA,TA,Y,SBrkr,672,0,0,672,1,0,1,0,2,1,TA,4,Typ,0,,Attchd,1941.0,Unf,1,234,TA,TA,N,0,113,0,0,0,0,,,,0,8,2009,WD,Normal,113000,3,11.635143097694478,11.305469512939453,81264.90365245001,-0.3296735847550245,0.3296735847550245,-31735.09634754999
530,20,RL,,32668,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,3,1957,1975,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,0,816,2035,GasA,TA,Y,SBrkr,2515,0,0,2515,1,0,3,0,4,2,TA,9,Maj1,2,TA,Attchd,1975.0,RFn,2,484,TA,TA,Y,0,0,200,0,0,0,,,,0,3,2007,WD,Alloca,200624,3,12.209187788430318,12.534809112548828,277842.34084822255,0.32562132411850975,0.32562132411850975,77218.34084822255
582,20,RL,98.0,12704,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,2042,2042,GasA,Ex,Y,SBrkr,2042,0,0,2042,0,0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,2009.0,RFn,3,1390,TA,TA,Y,0,90,0,0,0,0,,,,0,8,2009,New,Partial,253293,3,12.442302200392747,12.762476921081543,348877.7736520242,0.3201747206887955,0.3201747206887955,95584.77365202422
692,60,RL,104.0,21535,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,BrkFace,1170.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1455,Unf,0,989,2444,GasA,Ex,Y,SBrkr,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,Ex,Attchd,1994.0,Fin,3,832,TA,TA,Y,382,50,0,0,0,0,,,,0,1,2007,WD,Normal,755000,3,13.534473028231162,13.227237701416016,555285.5147365927,-0.307235326815146,0.307235326815146,-199714.48526340735
108,20,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1948.0,Unf,1,250,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2008,WD,Partial,115000,1,11.652687407345388,11.345544815063477,84587.75668310335,-0.3071425922819113,0.3071425922819113,-30412.243316896653
1063,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,662,662,GasA,TA,N,SBrkr,1422,915,0,2337,0,0,2,0,5,2,TA,10,Min2,0,,Detchd,1945.0,Unf,2,560,TA,TA,Y,0,57,0,0,0,0,,,,0,9,2007,WD,Normal,90000,1,11.407564949312402,11.713820457458496,122249.6393778703,0.30625550814609426,0.30625550814609426,32249.639377870306
667,60,RL,,18450,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,BrkCmn,113.0,TA,Gd,CBlock,Gd,TA,No,LwQ,187,Rec,723,111,1021,GasA,TA,Y,SBrkr,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,Po,CarPort,1965.0,Unf,2,596,TA,TA,Y,0,265,0,0,0,0,,,,0,8,2007,WD,Abnorml,129000,4,11.76756768334381,12.07273006439209,175033.04512967865,0.3051623810482802,0.3051623810482802,46033.04512967865
1069,160,RM,42.0,3964,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,837,Unf,0,105,942,GasA,Gd,Y,SBrkr,1291,1230,0,2521,1,0,2,1,5,1,TA,10,Maj1,1,Gd,Attchd,1973.0,Fin,2,576,TA,TA,Y,728,20,0,0,0,0,,GdPrv,,0,6,2006,WD,Normal,151400,4,11.927680619985486,12.222780227661133,203369.5868680962,0.29509960767564714,0.29509960767564714,51969.5868680962
143,50,RL,71.0,8520,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,4,1952,1952,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,TA,No,Rec,507,Unf,0,403,910,GasA,Fa,Y,SBrkr,910,475,0,1385,0,0,2,0,4,1,TA,6,Typ,0,,Detchd,2000.0,Unf,2,720,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,6,2010,WD,Normal,166000,1,12.01974306733868,11.725296974182129,123660.72107216524,-0.29444609315655157,0.29444609315655157,-42339.27892783476
629,60,RL,70.0,11606,Pave,,IR1,HLS,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650,Unf,0,390,1040,GasA,TA,Y,SBrkr,1040,1040,0,2080,0,1,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2,504,TA,TA,Y,335,0,0,0,0,0,,,,0,9,2007,WD,Family,135000,3,11.813030057420567,12.10630989074707,181010.4223703982,0.293279833326503,0.293279833326503,46010.42237039821
715,60,RL,,13517,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,Gd,TA,CBlock,TA,TA,No,GLQ,533,Unf,0,192,725,GasA,Ex,Y,SBrkr,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,1976.0,RFn,2,475,TA,TA,Y,0,44,0,0,0,0,,,,0,3,2010,WD,Normal,130500,3,11.779128505744886,12.069439888000488,174458.10188784235,0.29031138225560227,0.29031138225560227,43958.10188784235
775,20,RL,110.0,14226,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895,TA,TA,Y,315,45,0,0,0,0,,,,0,7,2007,New,Partial,395000,3,12.886641043883259,12.601320266723633,296950.36028360366,-0.285320777159626,0.285320777159626,-98049.63971639634
1023,50,RM,52.0,9439,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,324,Unf,0,588,912,GasA,Gd,Y,FuseA,912,336,0,1248,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1957.0,Unf,1,160,Fa,Fa,Y,0,0,192,0,0,0,,,,0,3,2007,WD,Normal,87000,4,11.37366339763672,11.649316787719727,114613.0312716093,0.27565339008300604,0.27565339008300604,27613.031271609303
1186,50,RL,60.0,9738,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,Unf,0,392,784,GasA,Gd,Y,SBrkr,949,272,0,1221,1,0,1,0,4,1,TA,7,Typ,0,,Attchd,1965.0,Unf,1,392,TA,TA,Y,0,0,236,0,0,0,,,,0,3,2006,WD,Normal,104900,4,11.560762794384388,11.833455085754395,137785.73129974157,0.2726922913700065,0.2726922913700065,32885.73129974157
186,75,RM,90.0,22950,Pave,,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,GasA,Ex,Y,SBrkr,1518,1518,572,3608,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0,260,0,0,410,0,,GdPrv,,0,6,2006,WD,Normal,475000,4,13.071070083016778,12.802724838256836,363205.77948325704,-0.26834524475994215,0.26834524475994215,-111794.22051674296
480,30,RM,50.0,5925,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0,739,907,GasA,TA,Y,SBrkr,1131,0,0,1131,0,0,1,0,2,1,TA,7,Typ,0,,Detchd,1995.0,Unf,2,672,TA,TA,Y,0,72,0,0,0,0,,MnPrv,,0,3,2007,WD,Alloca,89471,1,11.401669829409995,11.669252395629883,116920.83906824833,0.26758256621988785,0.26758256621988785,27449.83906824833
950,20,RL,78.0,9360,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,982,Unf,0,179,1161,GasA,TA,Y,SBrkr,1381,0,0,1381,1,0,1,1,3,1,Gd,5,Typ,1,TA,Attchd,1972.0,RFn,2,676,TA,TA,Y,0,0,0,0,0,0,,,,0,3,2010,WD,Normal,197500,5,12.193493863323313,11.926653861999512,151244.6286189765,-0.2668400013238017,0.2668400013238017,-46255.37138102349
973,120,RL,55.0,7892,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,918,918,GasA,TA,Y,SBrkr,918,0,0,918,0,0,2,0,2,1,TA,5,Typ,1,TA,Attchd,1979.0,Unf,1,264,TA,TA,Y,28,0,0,0,0,0,,,,0,4,2010,WD,Normal,99500,5,11.507912923146684,11.774019241333008,129834.94142107034,0.26610631818632413,0.26610631818632413,30334.94142107034
717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,Y,SBrkr,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,,Detchd,1996.0,Unf,2,704,TA,TA,P,0,48,143,0,0,0,,,,0,7,2007,WD,Normal,159500,2,11.979799201207037,12.24216365814209,207350.03990815292,0.26236445693505317,0.26236445693505317,47850.03990815292
1240,20,RL,64.0,9037,Pave,,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,Gd,TA,PConc,Gd,TA,Av,GLQ,428,Unf,0,1048,1476,GasA,Ex,Y,SBrkr,1484,0,0,1484,0,0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2,472,TA,TA,Y,120,33,0,0,0,0,,,,0,12,2007,WD,Normal,265900,1,12.490875577231112,12.23401165008545,205666.5917764613,-0.25686392714566253,0.25686392714566253,-60233.40822353869
561,20,RL,,11341,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302,Unf,0,90,1392,GasA,TA,Y,SBrkr,1392,0,0,1392,1,0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957.0,Unf,2,528,TA,TA,Y,0,0,0,0,95,0,,,,0,5,2010,WD,Normal,121500,2,11.70766954176274,11.962263107299805,156727.3745831692,0.25459356553706414,0.25459356553706414,35227.37458316921
94,190,C (all),60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,1046,Unf,0,168,1214,GasW,Ex,N,SBrkr,1260,1031,0,2291,0,1,2,0,4,2,TA,9,Typ,1,Gd,Detchd,1900.0,Unf,2,506,TA,TA,Y,0,0,0,0,99,0,,,,0,11,2007,WD,Normal,133900,4,11.804848531679264,12.057868003845215,172450.92872856613,0.2530194721659509,0.2530194721659509,38550.92872856613
663,20,RL,120.0,13560,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1968,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,216.0,TA,TA,CBlock,Fa,Fa,No,Unf,0,Unf,0,1392,1392,GasA,Gd,Y,SBrkr,1392,0,0,1392,1,0,1,0,2,1,TA,5,Maj2,2,TA,Attchd,1968.0,RFn,2,576,TA,TA,Y,0,0,240,0,0,0,,,,0,7,2009,WD,Normal,110000,5,11.608235644774552,11.86111068725586,141649.45918093534,0.2528750424813069,0.2528750424813069,31649.459180935344
176,20,RL,84.0,12615,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,2001,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,GasA,TA,Y,SBrkr,2158,0,0,2158,1,0,2,0,4,1,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2,576,TA,TA,Y,0,29,39,0,0,0,,MnPrv,,0,6,2007,WD,Normal,243000,2,12.400816722322686,12.14993953704834,189082.6569975201,-0.2508771852743461,0.2508771852743461,-53917.3430024799
886,120,FV,50.0,5119,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1238,Unf,0,460,1698,GasA,Ex,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,1999.0,Fin,2,506,TA,TA,Y,97,65,0,0,0,0,,,,0,1,2008,CWD,Abnorml,328900,5,12.703509032177148,12.454509735107422,256404.03348032202,-0.24899929706972657,0.24899929706972657,-72495.96651967798
262,60,RL,69.0,9588,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,GasA,Ex,Y,SBrkr,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,Typ,1,Gd,BuiltIn,2007.0,Fin,3,868,TA,TA,Y,0,148,0,0,0,0,,,,0,11,2007,New,Partial,276000,3,12.528156144699286,12.772333145141602,352333.39286264,0.24417700044231516,0.24417700044231516,76333.39286263997
