Id  , MSSubClass, MSZoning, LotFrontage, LotArea, Street, Alley, LotShape, LandContour, Utilities, LotConfig, LandSlope, Neighborhood, Condition1, Condition2, BldgType, HouseStyle, OverallQual, OverallCond, YearBuilt, YearRemodAdd, RoofStyle, RoofMatl, Exterior1st, Exterior2nd, MasVnrType, MasVnrArea, ExterQual, ExterCond, Foundation, BsmtQual, BsmtCond, BsmtExposure, BsmtFinType1, BsmtFinSF1, BsmtFinType2, BsmtFinSF2, BsmtUnfSF, TotalBsmtSF, Heating, HeatingQC, CentralAir, Electrical, 1stFlrSF, 2ndFlrSF, LowQualFinSF, GrLivArea, BsmtFullBath, BsmtHalfBath, FullBath, HalfBath, BedroomAbvGr, KitchenAbvGr, KitchenQual, TotRmsAbvGrd, Functional, Fireplaces, FireplaceQu, GarageType, GarageYrBlt, GarageFinish, GarageCars, GarageArea, GarageQual, GarageCond, PavedDrive, WoodDeckSF, OpenPorchSF, EnclosedPorch, 3SsnPorch, ScreenPorch, PoolArea, PoolQC, Fence, MiscFeature, MiscVal, MoSold, YrSold, SaleType, SaleCondition, SalePrice, fold, actual_log        , prediction_log    , prediction_price   , error_log             , abs_error_log        , error_price
 682,         50, RH      ,        55.0,    4500, Pave  , Pave , IR2     , Bnk        , AllPub   , Inside   , Gtl      , SWISU       , Norm      , Norm      , 1Fam    , 1.5Fin    ,           5,           5,      1932,         2000, Gable    , CompShg , VinylSd    , Stucco     , None      ,        0.0, TA       , TA       , BrkTil    , TA      , TA      , No          , Rec         ,        182, Unf         ,          0,       611,         793, GasA   , Ex       , Y         , SBrkr     ,      848,      672,            0,      1520,            0,            0,        1,        0,            3,            1, TA         ,            6, Typ       ,          0,            , Detchd    ,      1968.0, Unf         ,          1,        281, TA        , TA        , Y         ,          0,           0,            56,         0,           0,        0,       ,      ,            ,       0,      7,   2009, WD      , Abnorml      ,    159434,    3, 11.979385322467598, 11.654087284870016, 115161.0986482126  , -0.325298037597582    , 0.325298037597582    , -44272.9013517874
 432,         50, RM      ,        60.0,    5586, Pave  ,      , IR1     , Bnk        , AllPub   , Inside   , Gtl      , OldTown     , Feedr     , Norm      , 1Fam    , 1.5Fin    ,           6,           7,      1920,         1998, Gable    , CompShg , MetalSd    , MetalSd    , None      ,        0.0, TA       , TA       , BrkTil    , TA      , TA      , No          , Unf         ,          0, Unf         ,          0,       901,         901, GasA   , Gd       , Y         , SBrkr     ,     1088,      110,            0,      1198,            0,            0,        1,        0,            4,            1, TA         ,            7, Typ       ,          0,            ,           ,            ,             ,          0,          0,           ,           , N         ,          0,          98,             0,         0,           0,        0,       , MnPrv,            ,       0,      9,   2008, ConLD   , Abnorml      ,     79900,    5, 11.288531131754366, 11.608868905987702, 110069.68079418987 , 0.32033777423333554   , 0.32033777423333554  , 30169.680794189873
 629,         60, RL      ,        70.0,   11606, Pave  ,      , IR1     , HLS        , AllPub   , Inside   , Sev      , NAmes       , Norm      , Norm      , 1Fam    , 2Story    ,           5,           5,      1969,         1969, Gable    , CompShg , Plywood    , Plywood    , BrkFace   ,      192.0, TA       , TA       , PConc     , Gd      , TA      , Av          , Rec         ,        650, Unf         ,          0,       390,        1040, GasA   , TA       , Y         , SBrkr     ,     1040,     1040,            0,      2080,            0,            1,        1,        2,            5,            1, Fa         ,            9, Typ       ,          2, TA         , Attchd    ,      1969.0, Unf         ,          2,        504, TA        , TA        , Y         ,        335,           0,             0,         0,           0,        0,       ,      ,            ,       0,      9,   2007, WD      , Family       ,    135000,    3, 11.813030057420567, 12.132939396235283, 185895.3939246002  , 0.31990933881471584   , 0.31990933881471584  , 50895.39392460021
 480,         30, RM      ,        50.0,    5925, Pave  ,      , Reg     , Bnk        , AllPub   , Inside   , Gtl      , OldTown     , Norm      , Norm      , 1Fam    , 1Story    ,           4,           7,      1937,         2000, Hip      , CompShg , Stucco     , Stucco     , BrkCmn    ,      435.0, TA       , TA       , BrkTil    , Fa      , TA      , No          , Rec         ,        168, Unf         ,          0,       739,         907, GasA   , TA       , Y         , SBrkr     ,     1131,        0,            0,      1131,            0,            0,        1,        0,            2,            1, TA         ,            7, Typ       ,          0,            , Detchd    ,      1995.0, Unf         ,          2,        672, TA        , TA        , Y         ,          0,          72,             0,         0,           0,        0,       , MnPrv,            ,       0,      3,   2007, WD      , Alloca       ,     89471,    1, 11.401669829409995, 11.719419289729714, 122936.01425990633 , 0.3177494603197193    , 0.3177494603197193   , 33465.014259906326
1213,         30, RL      ,        50.0,    9340, Pave  ,      , Reg     , Lvl        , AllPub   , Inside   , Gtl      , Edwards     , Norm      , Norm      , 1Fam    , 1Story    ,           4,           6,      1941,         1950, Hip      , CompShg , MetalSd    , MetalSd    , None      ,        0.0, TA       , TA       , CBlock    , TA      , TA      , No          , Rec         ,        344, Unf         ,          0,       328,         672, GasA   , TA       , Y         , SBrkr     ,      672,        0,            0,       672,            1,            0,        1,        0,            2,            1, TA         ,            4, Typ       ,          0,            , Attchd    ,      1941.0, Unf         ,          1,        234, TA        , TA        , N         ,          0,         113,             0,         0,           0,        0,       ,      ,            ,       0,      8,   2009, WD      , Normal       ,    113000,    3, 11.635143097694478, 11.322899039656805,  82693.7281577789  , -0.3122440580376722   , 0.3122440580376722   , -30306.271842221104
 775,         20, RL      ,       110.0,   14226, Pave  ,      , Reg     , Lvl        , AllPub   , Corner   , Gtl      , NridgHt     , Norm      , Norm      , 1Fam    , 1Story    ,           8,           5,      2006,         2006, Hip      , CompShg , VinylSd    , VinylSd    , BrkFace   ,      375.0, Gd       , TA       , PConc     , Gd      , TA      , Av          , Unf         ,          0, Unf         ,          0,      1935,        1935, GasA   , Gd       , Y         , SBrkr     ,     1973,        0,            0,      1973,            0,            0,        2,        0,            3,            1, Gd         ,            9, Typ       ,          1, Gd         , Attchd    ,      2006.0, Fin         ,          3,        895, TA        , TA        , Y         ,        315,          45,             0,         0,           0,        0,       ,      ,            ,       0,      7,   2007, New     , Partial      ,    395000,    3, 12.886641043883259, 12.574515026797997, 289096.2702852769  , -0.3121260170852622   , 0.3121260170852622   , -105903.72971472307
1212,         50, RL      ,       152.0,   12134, Pave  ,      , IR1     , Bnk        , AllPub   , Inside   , Mod      , Gilbert     , Norm      , Norm      , 1Fam    , 1.5Fin    ,           8,           7,      1988,         2005, Gable    , CompShg , Wd Sdng    , Wd Sdng    , None      ,        0.0, Gd       , TA       , Wood      , Gd      , TA      , Av          , GLQ         ,        427, Unf         ,          0,       132,         559, GasA   , Gd       , Y         , SBrkr     ,     1080,      672,            0,      1752,            0,            0,        2,        0,            4,            1, TA         ,            8, Typ       ,          0,            , Basment   ,      1988.0, RFn         ,          2,        492, TA        , TA        , Y         ,        325,          12,             0,         0,           0,        0,       ,      ,            ,       0,      6,   2010, WD      , Normal       ,    164000,    2, 12.007621706806335, 12.315953579166075, 223229.033440002   , 0.3083318723597408    , 0.3083318723597408   , 59229.03344000201
1063,        190, RM      ,        85.0,   13600, Pave  , Grvl , Reg     , Lvl        , AllPub   , Inside   , Gtl      , OldTown     , Norm      , Norm      , 2fmCon  , 2Story    ,           5,           5,      1900,         1950, Gable    , CompShg , Wd Sdng    , Wd Sdng    , None      ,        0.0, TA       , TA       , BrkTil    , TA      , TA      , No          , Unf         ,          0, Unf         ,          0,       662,         662, GasA   , TA       , N         , SBrkr     ,     1422,      915,            0,      2337,            0,            0,        2,        0,            5,            2, TA         ,           10, Min2      ,          0,            , Detchd    ,      1945.0, Unf         ,          2,        560, TA        , TA        , Y         ,          0,          57,             0,         0,           0,        0,       ,      ,            ,       0,      9,   2007, WD      , Normal       ,     90000,    1, 11.407564949312402, 11.706046624514109, 121302.97547478604 , 0.29848167520170676   , 0.29848167520170676  , 31302.975474786042
 561,         20, RL      ,            ,   11341, Pave  ,      , IR1     , Lvl        , AllPub   , Inside   , Gtl      , Sawyer      , Norm      , Norm      , 1Fam    , 1Story    ,           5,           6,      1957,         1996, Hip      , CompShg , Wd Sdng    , Wd Sdng    , BrkFace   ,      180.0, TA       , TA       , CBlock    , Gd      , TA      , No          , ALQ         ,       1302, Unf         ,          0,        90,        1392, GasA   , TA       , Y         , SBrkr     ,     1392,        0,            0,      1392,            1,            0,        1,        1,            3,            1, TA         ,            5, Mod       ,          1, Gd         , Detchd    ,      1957.0, Unf         ,          2,        528, TA        , TA        , Y         ,          0,           0,             0,         0,          95,        0,       ,      ,            ,       0,      5,   2010, WD      , Normal       ,    121500,    2, 11.70766954176274 , 12.002632629342488, 163183.82895913714 , 0.2949630875797471    , 0.2949630875797471   , 41683.82895913714
 813,         20, C (all) ,        66.0,    8712, Grvl  ,      , Reg     , Bnk        , AllPub   , Inside   , Mod      , IDOTRR      , Norm      , Norm      , 1Fam    , 1Story    ,           5,           5,      1952,         1952, Hip      , CompShg , Wd Sdng    , Wd Sdng    , None      ,        0.0, Fa       , TA       , CBlock    , TA      , TA      , Av          , Unf         ,          0, Unf         ,          0,       540,         540, GasA   , TA       , N         , FuseA     ,     1044,        0,            0,      1044,            0,            0,        1,        0,            2,            1, Fa         ,            4, Typ       ,          0,            , Basment   ,      1952.0, Unf         ,          2,        504, TA        , TA        , N         ,          0,           0,             0,         0,           0,        0,       ,      , Shed       ,      54,      6,   2010, WD      , Alloca       ,     55993,    5, 10.932981961904135, 11.223892734399797,  74898.76902071269 , 0.29091077249566233   , 0.29091077249566233  , 18905.769020712687
1387,         60, RL      ,        80.0,   16692, Pave  ,      , IR1     , Lvl        , AllPub   , Inside   , Gtl      , NWAmes      , RRAn      , Norm      , 1Fam    , 2Story    ,           7,           5,      1978,         1978, Gable    , CompShg , Plywood    , Plywood    , BrkFace   ,      184.0, TA       , TA       , CBlock    , Gd      , TA      , No          , BLQ         ,        790, LwQ         ,        469,       133,        1392, GasA   , TA       , Y         , SBrkr     ,     1392,     1392,            0,      2784,            1,            0,        3,        1,            5,            1, Gd         ,           12, Typ       ,          2, TA         , Attchd    ,      1978.0, RFn         ,          2,        564, TA        , TA        , Y         ,          0,         112,             0,         0,         440,      519, Fa    , MnPrv, TenC       ,    2000,      7,   2006, WD      , Normal       ,    250000,    5, 12.429216196844383, 12.720018841696268, 334375.1488182612  , 0.290802644851885     , 0.290802644851885    , 84375.14881826122
 582,         20, RL      ,        98.0,   12704, Pave  ,      , Reg     , Lvl        , AllPub   , Inside   , Gtl      , NridgHt     , Norm      , Norm      , 1Fam    , 1Story    ,           8,           5,      2008,         2009, Hip      , CompShg , VinylSd    , VinylSd    , BrkFace   ,      306.0, Ex       , TA       , PConc     , Ex      , TA      , No          , Unf         ,          0, Unf         ,          0,      2042,        2042, GasA   , Ex       , Y         , SBrkr     ,     2042,        0,            0,      2042,            0,            0,        2,        1,            3,            1, Ex         ,            8, Typ       ,          1, Gd         , Attchd    ,      2009.0, RFn         ,          3,       1390, TA        , TA        , Y         ,          0,          90,             0,         0,           0,        0,       ,      ,            ,       0,      8,   2009, New     , Partial      ,    253293,    3, 12.442302200392747, 12.728877901477695, 337350.5584571156  , 0.28657570108494745   , 0.28657570108494745  , 84057.5584571156
 143,         50, RL      ,        71.0,    8520, Pave  ,      , Reg     , Lvl        , AllPub   , Corner   , Gtl      , NAmes       , Artery    , Norm      , 1Fam    , 1.5Fin    ,           5,           4,      1952,         1952, Gable    , CompShg , BrkFace    , Wd Sdng    , None      ,        0.0, TA       , Fa       , CBlock    , TA      , TA      , No          , Rec         ,        507, Unf         ,          0,       403,         910, GasA   , Fa       , Y         , SBrkr     ,      910,      475,            0,      1385,            0,            0,        2,        0,            4,            1, TA         ,            6, Typ       ,          0,            , Detchd    ,      2000.0, Unf         ,          2,        720, TA        , TA        , Y         ,          0,           0,             0,         0,           0,        0,       , MnPrv,            ,       0,      6,   2010, WD      , Normal       ,    166000,    1, 12.01974306733868 , 11.743138066464939, 125886.76186188267 , -0.27660500087374196  , 0.27660500087374196  , -40113.23813811733
 715,         60, RL      ,            ,   13517, Pave  ,      , IR1     , Lvl        , AllPub   , CulDSac  , Gtl      , Sawyer      , RRAe      , Norm      , 1Fam    , 2Story    ,           6,           8,      1976,         2005, Gable    , CompShg , HdBoard    , Plywood    , BrkFace   ,      289.0, Gd       , TA       , CBlock    , TA      , TA      , No          , GLQ         ,        533, Unf         ,          0,       192,         725, GasA   , Ex       , Y         , SBrkr     ,      725,      754,            0,      1479,            0,            0,        2,        1,            3,            1, Gd         ,            6, Typ       ,          0,            , Attchd    ,      1976.0, RFn         ,          2,        475, TA        , TA        , Y         ,          0,          44,             0,         0,           0,        0,       ,      ,            ,       0,      3,   2010, WD      , Normal       ,    130500,    3, 11.779128505744886, 12.054224322630656, 171823.71589486237 , 0.27509581688577      , 0.27509581688577     , 41323.71589486237
 536,        190, RL      ,        70.0,    7000, Pave  ,      , Reg     , Lvl        , AllPub   , Inside   , Gtl      , Edwards     , Norm      , Norm      , 2fmCon  , 2Story    ,           5,           7,      1910,         1991, Gable    , CompShg , MetalSd    , MetalSd    , None      ,        0.0, TA       , TA       , CBlock    , Gd      , TA      , Gd          , GLQ         ,        969, Unf         ,          0,       148,        1117, GasA   , TA       , Y         , SBrkr     ,      820,      527,            0,      1347,            1,            0,        1,        0,            3,            1, TA         ,            5, Typ       ,          0,            ,           ,            ,             ,          0,          0,           ,           , N         ,         85,           0,           148,         0,           0,        0,       ,      ,            ,       0,      1,   2008, WD      , Normal       ,    107500,    2, 11.585246126549855, 11.84931088291942 , 139987.8459135255  , 0.2640647563695655    , 0.2640647563695655   , 32487.845913525496
 155,         30, RM      ,        84.0,   11340, Pave  ,      , Reg     , Lvl        , AllPub   , Corner   , Gtl      , OldTown     , Norm      , Norm      , 1Fam    , 1Story    ,           6,           5,      1923,         1950, Gable    , CompShg , Wd Sdng    , Wd Sdng    , None      ,        0.0, TA       , TA       , BrkTil    , TA      , TA      , No          , Unf         ,          0, Unf         ,          0,      1200,        1200, GasA   , TA       , Y         , FuseA     ,     1200,        0,            0,      1200,            0,            0,        1,        0,            4,            1, TA         ,            7, Typ       ,          0,            , Detchd    ,      1923.0, Unf         ,          1,        312, Fa        , Fa        , Y         ,          0,           0,           228,         0,           0,        0,       ,      ,            ,       0,      3,   2006, WD      , Family       ,    125000,    4, 11.736069016284437, 11.472092599102295,  95998.95635629579 , -0.2639764171821426   , 0.2639764171821426   , -29001.043643704208
1384,         30, RL      ,            ,   25339, Pave  ,      , Reg     , Lvl        , AllPub   , Inside   , Gtl      , Sawyer      , Norm      , Norm      , 1Fam    , 1Story    ,           5,           7,      1918,         2007, Gable    , CompShg , Wd Sdng    , Wd Sdng    , None      ,        0.0, TA       , Gd       , BrkTil    , TA      , TA      , No          , Unf         ,          0, Unf         ,          0,       816,         816, GasA   , Ex       , Y         , SBrkr     ,     1416,        0,            0,      1416,            0,            0,        2,        0,            3,            1, Gd         ,            7, Typ       ,          0,            , Attchd    ,      2007.0, Unf         ,          2,        576, TA        , TA        , N         ,          0,           0,           112,         0,           0,        0,       ,      ,            ,       0,      8,   2007, WD      , Normal       ,    112000,    2, 11.626254150277232, 11.88626032810892 , 145257.06707750645 , 0.2600061778316878    , 0.2600061778316878   , 33257.06707750645
